,lexicon,neighborhood_size,num_homophones,num_phones,num_sylls_est,prob,surprisal,word,mode
37,1,4,1,6,2,-4.396279606038794,4.396279606038794,br5k@n,anti_homophones
38,1,0,0,10,5,-6.228209841781852,6.228209841781852,Inf{tIk@lI,anti_homophones
39,1,0,0,9,3,-8.202529914093635,8.202529914093635,wIlf@m1SH,anti_homophones
40,1,1,0,9,3,-6.76355204521458,6.76355204521458,st{g@n@ns,anti_homophones
41,1,0,0,8,4,-7.276594197454576,7.276594197454576,{lIgQr7l,anti_homophones
42,1,8,1,4,2,-4.831737381095845,4.831737381095845,d5pI,anti_homophones
43,1,0,0,14,5,-8.897184473652207,8.897184473652207,InS@l@ntlIsnIs,anti_homophones
44,1,0,0,7,2,-5.5097017170876335,5.5097017170876335,p{trIks,anti_homophones
45,1,1,0,8,3,-5.644888066152399,5.644888066152399,rIp#st@R,anti_homophones
46,1,0,0,10,4,-7.91921457150785,7.91921457150785,tiJ@blIv7n,anti_homophones
47,1,0,0,12,5,-8.603335288349598,8.603335288349598,k@nsVm@rISlI,anti_homophones
48,1,0,0,7,2,-5.053163375681485,5.053163375681485,st#v1SH,anti_homophones
49,1,0,0,10,4,-9.099037207065896,9.099037207065896,s@lub3dl2k,anti_homophones
50,1,27,1,2,1,-4.5469534124061415,4.5469534124061415,wi,anti_homophones
51,1,0,0,8,4,-10.644749104519253,10.644749104519253,Em7R$s2T,anti_homophones
52,1,3,1,6,2,-4.848324170463665,4.848324170463665,swElIN,anti_homophones
53,1,0,0,8,3,-9.401403163268233,9.401403163268233,h2dbUz@R,anti_homophones
54,1,0,0,6,2,-6.928107253811862,6.928107253811862,kr$RlI,anti_homophones
55,1,3,0,5,2,-4.758733801051023,4.758733801051023,kliS1,anti_homophones
56,1,0,0,9,4,-5.35856288809657,5.35856288809657,{dv@t2sIN,anti_homophones
57,1,0,0,15,6,-8.65242051673185,8.65242051673185,k@mjunIk@rI_@bP,anti_homophones
58,1,0,1,7,3,-4.515887131532216,4.515887131532216,m{gnIf2,anti_homophones
59,1,0,0,9,4,-5.178519177295206,5.178519177295206,In_9r7slI,anti_homophones
60,1,4,1,6,2,-4.758376084850431,4.758376084850431,bruz@R,anti_homophones
61,1,24,6,4,1,-3.6136159642186065,3.6136159642186065,mIst,anti_homophones
62,1,0,0,7,2,-5.814580770565385,5.814580770565385,EndEntP,anti_homophones
63,1,1,0,7,3,-5.827788197927478,5.827788197927478,friw2@R,anti_homophones
64,1,6,1,5,2,-4.2884300464243825,4.2884300464243825,b$d@R,anti_homophones
65,1,19,2,3,1,-4.581277298701346,4.581277298701346,_Ig,anti_homophones
66,1,2,0,9,3,-5.500728810726535,5.500728810726535,prEz@luSH,anti_homophones
67,1,6,0,3,2,-6.5773860879531565,6.5773860879531565,v4@,anti_homophones
68,1,6,1,4,2,-4.830466769243554,4.830466769243554,tipi,anti_homophones
69,1,0,0,8,3,-5.988134053875014,5.988134053875014,g5tskI2t,anti_homophones
70,1,0,0,8,3,-6.185269412368968,6.185269412368968,l@kQndIN,anti_homophones
71,1,1,0,8,3,-6.28473237049559,6.28473237049559,d3m@n@nt,anti_homophones
72,1,1,0,8,3,-4.794272737689644,4.794272737689644,rEp@zISH,anti_homophones
73,1,1,0,5,3,-5.613358269345458,5.613358269345458,2@nzi,anti_homophones
74,1,21,1,3,1,-4.558648746886357,4.558648746886357,nQk,anti_homophones
75,1,0,0,11,4,-9.247561773319948,9.247561773319948,tjub3kjub@n,anti_homophones
76,1,0,0,9,3,-9.026509245885947,9.026509245885947,tuTb$lt@R,anti_homophones
77,1,9,1,5,2,-4.704095984592843,4.704095984592843,k{r7R,anti_homophones
78,1,0,0,9,3,-5.6833117882001645,5.6833117882001645,IndVstk#t,anti_homophones
79,1,1,4,7,3,-4.613567565313385,4.613567565313385,IndIs2d,anti_homophones
80,1,0,0,8,3,-8.309360772502222,8.309360772502222,t{ks1b@R,anti_homophones
81,1,6,1,4,1,-4.448315611453432,4.448315611453432,just,anti_homophones
82,1,0,0,9,4,-7.971197780498341,7.971197780498341,muEzb7nIs,anti_homophones
83,1,0,0,12,5,-10.964016366555079,10.964016366555079,Eksk@vQtINlI,anti_homophones
84,1,2,0,4,1,-4.651833685526458,4.651833685526458,rEsP,anti_homophones
85,1,18,1,3,1,-4.562396962228745,4.562396962228745,m{J,anti_homophones
86,1,0,1,6,2,-5.820085097178191,5.820085097178191,bQdIgP,anti_homophones
87,1,13,2,4,1,-4.2346332762837475,4.2346332762837475,d{mp,anti_homophones
88,1,4,0,8,2,-5.041726701356746,5.041726701356746,tjumEsHs,anti_homophones
89,1,2,1,6,2,-4.64364154816014,4.64364154816014,mQn@kP,anti_homophones
90,1,0,0,8,4,-4.952078480186438,4.952078480186438,k@l5n7lI,anti_homophones
91,1,4,3,4,2,-4.733580206360941,4.733580206360941,@S$R,anti_homophones
92,1,7,2,3,1,-4.6270633856773316,4.6270633856773316,_$_,anti_homophones
93,1,30,1,3,1,-4.612876691536483,4.612876691536483,lIp,anti_homophones
94,1,2,2,4,2,-4.17077698774273,4.17077698774273,VndI,anti_homophones
95,1,7,0,3,2,-4.645538461022158,4.645538461022158,m5@,anti_homophones
96,1,10,0,6,3,-4.955131604131449,4.955131604131449,sQl@_I,anti_homophones
97,1,0,0,8,3,-5.414072413725954,5.414072413725954,dikl{sIk,anti_homophones
98,1,0,1,7,3,-6.295018190653164,6.295018190653164,6tv5t@R,anti_homophones
99,1,2,1,5,2,-4.947781703121731,4.947781703121731,rufIN,anti_homophones
100,1,1,0,10,3,-5.660463395951719,5.660463395951719,s@ksEpt@bP,anti_homophones
101,1,0,0,8,3,-5.781466889775052,5.781466889775052,Vpst#t@R,anti_homophones
102,1,0,0,15,6,-10.412389651755634,10.412389651755634,fVnd@Sum1kw1t@R,anti_homophones
103,1,1,0,8,3,-5.5584309855292995,5.5584309855292995,kw$t@h6s,anti_homophones
104,1,20,1,4,1,-5.565455156998016,5.565455156998016,pEks,anti_homophones
105,1,2,1,6,1,-4.635013011133398,4.635013011133398,spEkSH,anti_homophones
106,1,0,0,8,4,-11.56399413233214,11.56399413233214,5g@R1kd1,anti_homophones
107,1,0,0,7,3,-6.774751708478949,6.774751708478949,t1lg@lI,anti_homophones
108,1,0,0,11,5,-6.594409658334514,6.594409658334514,Qr@t$r7snIs,anti_homophones
109,1,1,0,6,2,-5.007381228729198,5.007381228729198,st7r7R,anti_homophones
110,1,22,7,5,2,-3.5566216217372557,3.5566216217372557,mInIs,anti_homophones
111,1,0,1,9,3,-4.564132661691728,4.564132661691728,pr@p$Sn@t,anti_homophones
112,1,0,0,19,8,-10.572472947793393,10.572472947793393,g{lv{n_ElIf5t5kQp7R,anti_homophones
113,1,27,0,3,1,-4.581898755670531,4.581898755670531,w1k,anti_homophones
114,1,0,1,6,2,-5.884080959179176,5.884080959179176,tEnItP,anti_homophones
115,1,0,0,7,2,-7.706011118115931,7.706011118115931,sw{st3n,anti_homophones
116,1,27,1,3,1,-4.645532150711073,4.645532150711073,t2l,anti_homophones
117,1,35,1,3,1,-4.5508198046305965,4.5508198046305965,pIn,anti_homophones
118,1,3,0,6,2,-4.929408969340188,4.929408969340188,b1snIs,anti_homophones
119,1,1,0,8,3,-5.223291760775702,5.223291760775702,dIs@luSH,anti_homophones
120,1,1,0,7,3,-5.379352401092905,5.379352401092905,rVb@r2z,anti_homophones
121,1,0,0,13,5,-11.653300900228684,11.653300900228684,blEmItrQl@r{n,anti_homophones
122,1,0,0,8,3,-5.670284528298075,5.670284528298075,wED@zISH,anti_homophones
123,1,0,0,7,3,-7.79311389548905,7.79311389548905,@kImb2n,anti_homophones
124,1,24,7,4,1,-3.5867951470360864,3.5867951470360864,dIst,anti_homophones
125,1,0,0,6,2,-5.241484770646349,5.241484770646349,gEsw3k,anti_homophones
126,1,0,0,7,3,-6.60890433144191,6.60890433144191,s1fkinI,anti_homophones
127,1,14,3,4,1,-4.585485188819952,4.585485188819952,mIdP,anti_homophones
128,1,0,0,6,2,-5.998852063438985,5.998852063438985,njug@R,anti_homophones
129,1,0,0,13,5,-11.130092504169246,11.130092504169246,munIsEntEnS@s,anti_homophones
130,1,0,1,8,4,-4.6705572536448505,4.6705572536448505,IgzIl@rI,anti_homophones
131,1,3,0,9,4,-4.835527588186238,4.835527588186238,m{stIk@lI,anti_homophones
132,1,4,0,7,3,-5.4271291288201855,5.4271291288201855,l7rINlI,anti_homophones
133,1,0,0,10,3,-8.208926659963286,8.208926659963286,dIskwIns@R,anti_homophones
134,1,0,0,6,2,-6.609082112265525,6.609082112265525,tr5k#d,anti_homophones
135,1,1,0,7,3,-5.255947881134856,5.255947881134856,J#wUm@n,anti_homophones
136,1,3,0,5,2,-4.700975663642416,4.700975663642416,Inr{p,anti_homophones
137,1,15,4,4,1,-3.595381239715304,3.595381239715304,h{nd,anti_homophones
138,1,0,0,12,5,-8.245675159085248,8.245675159085248,IntEnsIst@rI,anti_homophones
139,1,0,0,18,7,-14.259107949563738,14.259107949563738,sEnsItIzH@Rjunj@rI,anti_homophones
140,1,12,0,5,2,-5.667354638224244,5.667354638224244,b$k@R,anti_homophones
141,1,4,1,4,1,-4.610409056388309,4.610409056388309,sl5T,anti_homophones
142,1,0,0,9,4,-5.712947474949073,5.712947474949073,lI_ItIm@s,anti_homophones
143,1,0,0,12,5,-11.970270785075925,11.970270785075925,t5fulh1zInIs,anti_homophones
144,1,0,0,8,3,-6.676559702626246,6.676559702626246,VnsEkslI,anti_homophones
145,1,0,0,9,4,-8.565714958695255,8.565714958695255,r1dIQtbEd,anti_homophones
146,1,3,0,4,2,-4.622931841842684,4.622931841842684,s3v5,anti_homophones
147,1,3,0,6,3,-4.533941954835078,4.533941954835078,Ent@lI,anti_homophones
148,1,1,1,7,3,-4.710580880780788,4.710580880780788,f$w@dlI,anti_homophones
149,1,2,0,9,4,-4.910680202237853,4.910680202237853,krItIk@lI,anti_homophones
150,1,3,1,5,1,-5.048996761012698,5.048996761012698,tr2nP,anti_homophones
151,1,4,2,7,2,-4.8838434764903225,4.8838434764903225,k@ntrIs,anti_homophones
152,1,0,0,9,3,-8.028949248709415,8.028949248709415,TEspIr1SP,anti_homophones
153,1,0,0,7,2,-6.205255417267519,6.205255417267519,s1lzril,anti_homophones
154,1,1,0,6,2,-6.840714189563226,6.840714189563226,s1ntIn,anti_homophones
155,1,1,1,6,2,-4.77058477989102,4.77058477989102,sEnj$R,anti_homophones
156,1,7,1,5,2,-4.670911698974244,4.670911698974244,vIk@R,anti_homophones
157,1,1,0,9,4,-5.306057291458936,5.306057291458936,kl{m@t@rI,anti_homophones
158,1,0,0,9,3,-5.664885606773732,5.664885606773732,pVblISm@n,anti_homophones
159,1,3,0,7,2,-4.527480110592044,4.527480110592044,brIk1SH,anti_homophones
160,1,0,0,13,5,-13.485480021883257,13.485480021883257,Vpt6ndEklIslI,anti_homophones
161,1,0,1,6,2,-5.822819473456896,5.822819473456896,l2bP2z,anti_homophones
162,1,1,0,6,2,-7.3276410073613185,7.3276410073613185,wInt2s,anti_homophones
163,1,1,2,5,2,-4.70356558456852,4.70356558456852,k{Z9l,anti_homophones
164,1,1,1,6,2,-5.7941821794994315,5.7941821794994315,stIN@R,anti_homophones
165,1,2,0,6,2,-5.827705391365636,5.827705391365636,kQmpIS,anti_homophones
166,1,8,1,5,2,-4.611493603652269,4.611493603652269,h7rIN,anti_homophones
167,1,4,2,5,2,-4.3566765552339,4.3566765552339,{Nk@R,anti_homophones
168,1,0,0,11,4,-8.308620923038932,8.308620923038932,dIsImjuzIkP,anti_homophones
169,1,0,0,8,2,-7.469591561519603,7.469591561519603,prQsplit,anti_homophones
170,1,0,1,5,2,-4.723580459909871,4.723580459909871,_5k5s,anti_homophones
171,1,21,6,4,2,-3.4775571033456356,3.4775571033456356,dIlI,anti_homophones
172,1,18,1,3,1,-4.545607042416174,4.545607042416174,{nt,anti_homophones
173,1,0,0,8,3,-6.805673126193392,6.805673126193392,@p$Sn@bP,anti_homophones
174,1,0,0,11,4,-8.031873867542409,8.031873867542409,rIdIkjunj@s,anti_homophones
175,1,3,0,5,2,-6.045240071775016,6.045240071775016,p1vIS,anti_homophones
176,1,19,1,3,1,-4.570823264780852,4.570823264780852,l$n,anti_homophones
177,1,2,0,6,2,-6.6604145285693495,6.6604145285693495,prESHI,anti_homophones
178,1,0,0,15,6,-7.243898461091215,7.243898461091215,fr{gmEnt5mQl@_I,anti_homophones
179,1,0,0,14,5,-9.050490166069283,9.050490166069283,1kw7sn5bl2nd@R,anti_homophones
180,1,2,1,5,2,-5.129931190174295,5.129931190174295,s@b{t,anti_homophones
181,1,1,2,6,2,-4.620575825295291,4.620575825295291,plEZ@R,anti_homophones
182,1,1,0,6,2,-6.913984137032188,6.913984137032188,Tr5bVk,anti_homophones
183,1,2,2,6,2,-4.4961801867068365,4.4961801867068365,kl{sIk,anti_homophones
184,1,5,0,5,2,-5.403262362788605,5.403262362788605,mIn@n,anti_homophones
185,1,3,0,4,1,-5.210277240745231,5.210277240745231,vVlJ,anti_homophones
186,1,0,0,6,2,-6.786893126956579,6.786893126956579,fVnd1t,anti_homophones
187,1,0,0,11,5,-6.696637098372491,6.696637098372491,div{lju1S@s,anti_homophones
188,1,3,0,5,1,-4.906466273243832,4.906466273243832,twIn_,anti_homophones
189,1,0,1,8,3,-5.490905279777353,5.490905279777353,lQNS$m@n,anti_homophones
190,1,2,3,6,2,-4.3891389529552525,4.3891389529552525,dIrEkt,anti_homophones
191,1,0,0,7,2,-8.378611098075167,8.378611098075167,s6nd@nd,anti_homophones
192,1,0,0,14,5,-10.134653663182618,10.134653663182618,m2l{ks1SElzm@n,anti_homophones
193,1,0,0,7,2,-6.8962586922209,6.8962586922209,lINkwEs,anti_homophones
194,1,12,2,4,1,-4.4316855824847785,4.4316855824847785,krVm,anti_homophones
195,1,1,0,8,3,-5.2839240432561985,5.2839240432561985,QptImIst,anti_homophones
196,1,0,0,8,4,-8.312903831801586,8.312903831801586,w1_In@tI,anti_homophones
197,1,5,0,3,1,-4.56117828539092,4.56117828539092,s6T,anti_homophones
198,1,8,3,4,1,-4.148096746373747,4.148096746373747,Ikst,anti_homophones
199,1,0,0,11,5,-7.292397122377148,7.292397122377148,{g@n@lIstIk,anti_homophones
200,1,0,0,8,3,-8.159364889507673,8.159364889507673,mVkh5lIn,anti_homophones
201,1,0,0,11,5,-6.073787575903902,6.073787575903902,gr{tIQsInIs,anti_homophones
202,1,1,1,9,3,-5.184894437150473,5.184894437150473,prIpQst@R,anti_homophones
203,1,5,1,5,2,-4.459286406598327,4.459286406598327,l5k@s,anti_homophones
204,1,2,1,6,2,-4.467575834932237,4.467575834932237,br{kIt,anti_homophones
205,1,0,0,7,3,-8.388829213815812,8.388829213815812,giz@n7n,anti_homophones
206,1,0,1,8,3,-5.379414755376911,5.379414755376911,{nt{g@nP,anti_homophones
207,1,0,0,7,3,-7.358416086050948,7.358416086050948,p#mIs2l,anti_homophones
208,1,0,0,11,6,-5.143965099188584,5.143965099188584,Inv2@rQl@_I,anti_homophones
209,1,0,0,5,2,-5.6592623370807535,5.6592623370807535,k5his,anti_homophones
210,1,0,1,9,3,-5.325861072762224,5.325861072762224,sp$tIvnIs,anti_homophones
211,1,0,0,6,2,-8.173824638489133,8.173824638489133,sk5p{z,anti_homophones
212,1,0,0,10,4,-10.010864180137306,10.010864180137306,f6llizI{st,anti_homophones
213,1,0,0,8,3,-6.169536813260212,6.169536813260212,f{nt{z@d,anti_homophones
214,1,0,0,17,4,-11.998639489559181,11.998639489559181,w2tTrIftl{ndst{nd,anti_homophones
215,1,1,0,6,2,-6.614347460183312,6.614347460183312,h$lj@s,anti_homophones
216,1,3,1,4,2,-4.863133335138314,4.863133335138314,s1t@,anti_homophones
217,1,1,0,5,2,-4.7101839356744115,4.7101839356744115,k5sIs,anti_homophones
218,1,0,0,9,4,-5.8909587428020895,5.8909587428020895,Vns5l@blI,anti_homophones
219,1,14,1,4,1,-4.52069427562612,4.52069427562612,tr{k,anti_homophones
220,1,5,1,5,2,-5.004623653079351,5.004623653079351,l{ndI,anti_homophones
221,1,0,1,8,3,-4.874747218498376,4.874747218498376,Igz{ktlI,anti_homophones
222,1,0,0,10,3,-10.466044264181118,10.466044264181118,v2ll{klIst,anti_homophones
223,1,15,0,4,1,-4.76104033438357,4.76104033438357,stEt,anti_homophones
224,1,1,0,7,3,-5.742008506304398,5.742008506304398,S{p@r1t,anti_homophones
225,1,0,0,7,3,-6.07737187391577,6.07737187391577,ElIfl9s,anti_homophones
226,1,0,0,6,2,-4.791251409607077,4.791251409607077,b{ks2d,anti_homophones
227,1,0,0,6,2,-5.155853267037338,5.155853267037338,5pHw3k,anti_homophones
228,1,7,3,5,2,-4.558149412247589,4.558149412247589,bVmpI,anti_homophones
229,1,0,0,9,4,-7.597888977677504,7.597888977677504,IndItVt@R,anti_homophones
230,1,4,1,4,2,-4.644075172747755,4.644075172747755,@flI,anti_homophones
231,1,1,0,4,2,-7.897381334451861,7.897381334451861,{n#t,anti_homophones
232,1,9,1,5,2,-4.918005605167391,4.918005605167391,tIt@R,anti_homophones
233,1,0,1,7,2,-4.969001276285675,4.969001276285675,rQtHnIs,anti_homophones
234,1,1,0,7,3,-5.526059298947253,5.526059298947253,junIm@s,anti_homophones
235,1,0,0,7,2,-8.641607611431105,8.641607611431105,Vnp3pPz,anti_homophones
236,1,3,0,7,2,-5.22891996209884,5.22891996209884,kVntrIs,anti_homophones
237,1,0,0,11,4,-6.5567244141747905,6.5567244141747905,pErIgrEtfUt,anti_homophones
238,1,2,0,4,2,-4.851775162418981,4.851775162418981,$s@m,anti_homophones
239,1,0,0,10,4,-7.318840809747509,7.318840809747509,g{lv@r2d@R,anti_homophones
240,1,10,1,3,2,-4.729218976283336,4.729218976283336,k15,anti_homophones
241,1,2,0,6,3,-5.755222998573685,5.755222998573685,Qp@tIz,anti_homophones
242,1,2,1,6,2,-4.841952078988619,4.841952078988619,juz@bP,anti_homophones
243,1,0,0,10,4,-5.915752646447016,5.915752646447016,rEpr5bINlI,anti_homophones
244,1,4,0,4,1,-7.0675707160082375,7.0675707160082375,Sinz,anti_homophones
245,1,0,0,10,4,-6.3478869786939045,6.3478869786939045,s@lIt2z1SH,anti_homophones
246,1,0,0,7,3,-6.232495839338621,6.232495839338621,@tEnt1t,anti_homophones
247,1,1,0,9,4,-5.939948558627813,5.939948558627813,IrIv@l@ns,anti_homophones
248,1,1,1,6,2,-5.026285908014998,5.026285908014998,bVkSQt,anti_homophones
249,1,0,0,7,3,-5.359610058570492,5.359610058570492,ikw@nsI,anti_homophones
250,1,0,0,5,2,-6.177149623703176,6.177149623703176,p{bj@,anti_homophones
251,1,9,3,4,1,-4.699793413107493,4.699793413107493,tQdP,anti_homophones
252,1,0,0,6,1,-4.931096612881547,4.931096612881547,skwIgP,anti_homophones
253,1,4,0,5,2,-4.729631751744106,4.729631751744106,p@lut,anti_homophones
254,1,3,0,8,2,-5.538707801738737,5.538707801738737,spEns@bP,anti_homophones
255,1,1,0,8,3,-5.954130199027329,5.954130199027329,mIsim@nt,anti_homophones
256,1,0,1,5,2,-4.9322346471703336,4.9322346471703336,wIp@s,anti_homophones
257,1,6,1,4,2,-4.655020859356116,4.655020859356116,m2k@,anti_homophones
258,1,0,0,10,4,-9.686070029844652,9.686070029844652,swupUsIk{b,anti_homophones
259,1,0,0,8,2,-6.633000524371076,6.633000524371076,brEdf#st,anti_homophones
260,1,0,0,7,2,-6.229103574903996,6.229103574903996,s2klInJ,anti_homophones
261,1,21,1,3,1,-4.574956227313378,4.574956227313378,hit,anti_homophones
262,1,13,1,3,1,-4.564828658282445,4.564828658282445,End,anti_homophones
263,1,0,0,12,4,-6.578107809117483,6.578107809117483,m{lpr{ktIvlI,anti_homophones
264,1,12,1,3,1,-4.798352869914741,4.798352869914741,z{p,anti_homophones
265,1,1,1,7,3,-4.976637962111377,4.976637962111377,s3JINlI,anti_homophones
266,1,0,0,8,2,-7.947697312007183,7.947697312007183,SiDHd@bP,anti_homophones
267,1,1,0,7,2,-5.419805614342287,5.419805614342287,rIl1SHz,anti_homophones
268,1,0,0,13,5,-6.909607283851384,6.909607283851384,gl{d7t$r7snIs,anti_homophones
269,1,0,0,9,3,-4.83494168096044,4.83494168096044,Eksk@v1SH,anti_homophones
270,1,2,1,7,2,-4.95351305529873,4.95351305529873,kQntr@m,anti_homophones
271,1,8,1,5,1,-4.822072598550268,4.822072598550268,rIkSH,anti_homophones
272,1,0,0,12,5,-7.683300903393781,7.683300903393781,InfId@lQ_IkP,anti_homophones
273,1,1,0,7,2,-5.893587913017453,5.893587913017453,kVzHlIs,anti_homophones
274,1,0,0,9,3,-8.508796819020985,8.508796819020985,slQ_m@tIz,anti_homophones
275,1,0,0,8,3,-7.05291572234956,7.05291572234956,tEr@nPtI,anti_homophones
276,1,8,2,4,1,-4.679120186411125,4.679120186411125,p2nt,anti_homophones
277,1,1,0,9,4,-5.383965005798498,5.383965005798498,Inf@m@slI,anti_homophones
278,1,1,1,7,3,-5.632744285855486,5.632744285855486,Vnf{D@R,anti_homophones
279,1,20,2,3,1,-4.573844983834284,4.573844983834284,k1p,anti_homophones
280,1,1,2,5,2,-4.142483144286691,4.142483144286691,Ins2d,anti_homophones
281,1,0,0,13,5,-7.845390456520236,7.845390456520236,kQnvEks@l@SIp,anti_homophones
282,1,0,0,5,2,-7.176436417831569,7.176436417831569,f$TwI,anti_homophones
283,1,0,0,5,2,-5.449128735777794,5.449128735777794,gruj@,anti_homophones
284,1,0,0,11,4,-9.795430702771661,9.795430702771661,mEnd{s@p4nt,anti_homophones
285,1,2,0,8,4,-4.526326358500515,4.526326358500515,mIlIt@rI,anti_homophones
286,1,14,3,4,1,-3.9413851093147714,3.9413851093147714,prEs,anti_homophones
287,1,2,0,7,3,-4.58139212126019,4.58139212126019,@dmQnIk,anti_homophones
288,1,1,0,6,3,-4.768175315673169,4.768175315673169,fIlI{k,anti_homophones
289,1,10,0,5,1,-4.721524875482537,4.721524875482537,r{NgP,anti_homophones
290,1,0,0,9,4,-6.263156560134773,6.263156560134773,dEr5g1tId,anti_homophones
291,1,19,3,3,1,-4.605396052419269,4.605396052419269,kup,anti_homophones
292,1,0,0,10,4,-5.726267369584438,5.726267369584438,rIvEntIvlI,anti_homophones
293,1,5,0,4,2,-4.799936139525725,4.799936139525725,f3l5,anti_homophones
294,1,0,0,13,4,-14.73519583369381,14.73519583369381,jukl{NgPdIh4l,anti_homophones
295,1,0,0,10,4,-9.069694462052892,9.069694462052892,pid7trit@R,anti_homophones
296,1,7,1,4,1,-4.688852644064217,4.688852644064217,h#ft,anti_homophones
297,1,1,0,6,2,-5.440725127311101,5.440725127311101,prit@m,anti_homophones
298,1,4,0,5,3,-4.791919623566824,4.791919623566824,It@rI,anti_homophones
299,1,8,4,4,1,-4.1413429903796395,4.1413429903796395,blVd,anti_homophones
300,1,1,0,9,3,-6.124565131872096,6.124565131872096,kQm@npl1s,anti_homophones
301,1,4,0,5,2,-4.552079224293502,4.552079224293502,mVnIt,anti_homophones
302,1,0,0,7,4,-7.2278025081698924,7.2278025081698924,$tIz5Qn,anti_homophones
303,1,3,1,5,2,-4.919091350919735,4.919091350919735,dElIt,anti_homophones
304,1,2,0,6,2,-5.783266816210381,5.783266816210381,ril1SH,anti_homophones
305,1,0,0,8,3,-5.925777422829706,5.925777422829706,Tris@p5z,anti_homophones
306,1,0,0,8,3,-8.312855872059034,8.312855872059034,fjuIz1SH,anti_homophones
307,1,2,0,6,2,-5.587780759288324,5.587780759288324,sInj9s,anti_homophones
308,1,0,0,7,3,-8.425863580639039,8.425863580639039,mItI_Is,anti_homophones
309,1,1,0,7,3,-5.293723960370749,5.293723960370749,dIgn@tI,anti_homophones
310,1,0,0,6,2,-4.848123800565134,4.848123800565134,vVlg1t,anti_homophones
311,1,0,0,8,3,-5.4612400250028506,5.4612400250028506,hQspItun,anti_homophones
312,1,6,0,4,2,-5.306018217180782,5.306018217180782,l{r5,anti_homophones
313,1,0,0,8,3,-7.804881606709775,7.804881606709775,juslQgIN,anti_homophones
314,1,3,1,7,3,-4.767794643292134,4.767794643292134,pQs@blI,anti_homophones
315,1,0,0,11,4,-7.751200765026245,7.751200765026245,spUtn5t$r7l,anti_homophones
