Indx	Word	UnTrn	StTrn	NSyll	NPhon	unsDENS	unsFDEN	unsLDEN	unsCDEN	strDENS	strFDEN	strLDEN	strCDEN	unsBPAV	unsFBPAV	unsLBPAV	unsCBPAV	strBPAV	strFBPAV	strLBPAV	strCBPAV	unsTPAV	unsFTPAV	unsLTPAV	unsCTPAV	strTPAV	strFTPAV	strLTPAV	strCTPAV	unsPOSPAV	unsFPOSPAV	unsLPOSPAV	unsCPOSPAV	strPOSPAV	strFPOSPAV	strLPOSPAV	strCPOSPAV	unsLCPOSPAV	unsFLCPOSPAV	unsLLCPOSPAV	unsCLCPOSPAV	strLCPOSPAV	strFLCPOSPAV	strLLCPOSPAV	strCLCPOSPAV			
11	ahTHaorahtehriyahzihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.R.IY.AH.Z.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.EH1.R.IY0.AH0.Z.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00448754	0.00504212	0.00454875	0.00437219	0.00296297	0.00223873	0.00288929	0.00248148	0.00030824	0.00014543	0.00028049	0.00023000	0.00018916	0.00009640	0.00016680	0.00014565	0.06075758	0.05331501	0.05778326	0.05266728	0.05453692	0.04887747	0.05239415	0.04812149	0.09948718	0.04656642	0.05899202	0.04605366	0.08615385	0.03699969	0.04787297	0.03639994			
12	ahTHaorahtehriyeynihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.R.IY.EY.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.EH1.R.IY0.EY2.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00443787	0.00488162	0.00454887	0.00440644	0.00263454	0.00194070	0.00258335	0.00222852	0.00024538	0.00012594	0.00023188	0.00019066	0.00014886	0.00008281	0.00013286	0.00011764	0.05527601	0.05161825	0.05456325	0.05056572	0.04839803	0.04586608	0.04856317	0.04488373	0.08923077	0.04978864	0.06012022	0.04846016	36821535.00820514	0.04011080	0.04879605	0.03867636			
13	ahTHaorahtehriyihnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.R.IY.IH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.EH1.R.IY0.IH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00599706	0.00631248	0.00597374	0.00597838	0.00402925	0.00301934	0.00386393	0.00359112	0.00027707	0.00014722	0.00025548	0.00022383	0.00015822	0.00008552	0.00014046	0.00012421	0.05879884	0.05304985	0.05717052	0.05241109	0.05231114	0.04803380	0.05152862	0.04729341	0.09230769	0.06912197	0.07047920	0.06881788	0.07794872	0.04113858	0.05033451	0.03971701			
14	ahTHaorahtehruwahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.R.UW.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.EH1.R.UW0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00560283	0.00589210	0.00568688	0.00542233	0.00395193	0.00295528	0.00385912	0.00324989	0.00023582	0.00007995	0.00019337	0.00015597	0.00012851	0.00003605	0.00009741	0.00007640	0.05986517	0.05333009	0.05860985	0.05259288	0.05361478	0.04885742	0.05318336	0.04800304	0.10461539	0.05567353	0.06872883	0.05469968	36821437.95692309	0.04600368	0.05741821	0.04492464			
15	ahTHaorahtehshiyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.SH.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.EH1.SH.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00545937	0.00557739	0.00537218	0.00505101	0.00397363	0.00264034	0.00371889	0.00303077	0.00025743	0.00007272	0.00019270	0.00013970	0.00015714	0.00003343	0.00010578	0.00006959	0.06352126	0.06019885	0.06336234	0.05920576	0.05730059	0.05576131	0.05797323	0.05465997	0.10769231	0.06206632	0.07626105	0.06102901	0.09435898	0.05249959	0.06514200	0.05137529			
16	ahTHaorahtehtiyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.T.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.EH1.T.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00579573	0.00627895	0.00572063	0.00541337	0.00425220	0.00299360	0.00400194	0.00334152	0.00026293	0.00007367	0.00019623	0.00014113	0.00016189	0.00003432	0.00010916	0.00007100	0.06881447	0.06542535	0.06859540	0.06438256	0.06259350	0.06098779	0.06320623	0.05983674	0.10769231	0.05739487	0.07124537	0.05654943	0.09435898	0.04782814	0.06012633	0.04689571			
17	ahTHaorahtehziyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.Z.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.EH1.Z.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00546225	0.00555675	0.00538712	0.00507212	0.00397339	0.00272061	0.00373194	0.00306647	0.00025939	0.00007313	0.00019427	0.00014025	0.00015931	0.00003384	0.00010752	0.00007020	0.06718782	0.06237323	0.06613750	0.06154349	0.06096694	0.05793568	0.06074835	0.05699769	36821452.90358975	0.05556569	0.06852855	0.05457315	36821437.95692309	0.04599896	0.05740951	0.04491943			
18	ahTHaorahterriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.ER.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.ER0.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00641080	0.00624492	0.00629533	0.00591834	0.00468194	0.00300881	0.00435879	0.00357474	0.00032264	0.00008436	0.00024148	0.00016395	0.00020545	0.00004431	0.00014116	0.00009014	0.06457907	0.06212356	0.06474154	0.06075736	0.05859676	0.05814556	0.05968137	0.05655134	0.10153846	0.05207617	0.06560274	0.05160872	0.08923077	0.04751859	0.05897690	0.04656633			
19	ahTHaorahteyriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EY.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.EY0.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00608908	0.00610114	0.00598738	0.00568628	0.00424781	0.00278038	0.00395689	0.00324227	0.00031020	0.00007862	0.00022348	0.00015432	0.00019120	0.00004042	0.00012685	0.00008268	0.06430629	0.05993141	0.06364725	0.05915332	0.05646472	0.05478166	0.05712064	0.05361851	0.10051282	0.05092238	0.06434882	0.05062058	36821459.28820515	0.04532357	0.05636457	0.04432654			
20	ahTHaorahtihriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.IH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.IH0.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00686645	0.00696680	0.00668538	0.00625973	0.00496744	0.00357309	0.00454355	0.00369956	0.00036454	0.00010009	0.00027710	0.00020122	0.00022132	0.00004552	0.00014803	0.00009574	0.06775465	0.06227494	0.06723225	0.06194592	0.06110943	0.05792239	0.06155621	0.05733643	36821432.63282053	0.04965602	0.06267693	0.04910542	36821458.22153848	0.04532357	0.05636457	0.04432654			
21	ahTHaorahtiyriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.IY.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.IY0.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00624473	0.00665226	0.00616152	0.00582693	0.00447653	0.00286206	0.00417178	0.00341228	0.00034856	0.00009286	0.00026509	0.00018376	0.00023652	0.00005521	0.00017315	0.00011566	0.06478237	0.06266595	0.06511477	0.06159351	0.05854790	0.05850994	0.05979264	0.05721707	0.10153846	0.04982487	0.06299041	0.04930305	0.09025641	0.04549242	0.05667805	0.04452417			
22	ahTHaorahtuhriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.UH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.UH2.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00602189	0.00624323	0.00593243	0.00565615	0.00424897	0.00277956	0.00395675	0.00324042	0.00030575	0.00008005	0.00022335	0.00015563	0.00019120	0.00004059	0.00012745	0.00008314	0.06234278	0.05878377	0.06216394	0.05785413	0.05644672	0.05477628	0.05712339	0.05361549	36821478.49948719	0.04965602	0.06267693	0.04910542	36821456.08820515	0.04532357	0.05636457	0.04432654			
23	ahTHaoraotehriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AO.T.EH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AO2.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00531436	0.00530498	0.00534973	0.00529285	0.00363297	0.00257517	0.00347695	0.00304684	0.00030195	0.00012133	0.00023383	0.00018510	0.00019242	0.00008063	0.00014573	0.00011179	0.05597352	0.05177161	0.05477942	0.05049709	0.04976574	0.04761032	0.04954962	0.04619878	36821477.42564105	0.04667305	0.05828821	0.04594337	36821434.74564105	0.03710632	0.04716917	0.03628965			
24	ahTHaorawtehriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AW.T.EH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AW0.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00532944	0.00546935	0.00534886	0.00527109	0.00362143	0.00257393	0.00346911	0.00304397	0.00030326	0.00011863	0.00023475	0.00018098	0.00019242	0.00008063	0.00014573	0.00011179	0.05557801	0.05162629	0.05456112	0.05036087	0.04950613	0.04753607	0.04938073	0.04611351	36821440.09230771	0.04667305	0.05828821	0.04594337	36821455.01230772	0.03710632	0.04716917	0.03628965			
25	ahTHaoraytehriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AY.T.EH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AY2.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00547157	0.00564764	0.00554965	0.00552469	0.00367336	0.00258156	0.00350863	0.00306322	0.00031426	0.00020486	0.00025009	0.00020424	0.00019771	0.00008117	0.00014911	0.00011303	0.05628130	0.05216367	0.05522618	0.05102944	0.04999771	0.04786829	0.04980070	0.04653108	36821453.95897438	0.04667305	0.05828821	0.04594337	36821450.74564105	0.03710632	0.04716917	0.03628965			
26	ahTHaorertehriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.ER.T.EH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.ER0.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00533454	0.00544299	0.00536948	0.00526607	0.00367544	0.00278169	0.00353865	0.00311296	0.00030365	0.00012064	0.00023632	0.00018520	0.00019432	0.00008302	0.00014906	0.00011708	0.05885594	0.05575726	0.05819497	0.05402972	0.05258929	0.05153936	0.05286217	0.04963831	0.09435898	0.04898063	0.06142301	0.04857842	0.08102564	0.03941390	0.05030397	0.03892470			
27	ahTHaoreytehriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.EY.T.EH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.EY2.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00593165	0.00565180	0.00585701	0.00565287	0.00398886	0.00261034	0.00368481	0.00315051	0.00035367	0.00014652	0.00027410	0.00021685	0.00020857	0.00008268	0.00015533	0.00011735	0.05688610	0.05234119	0.05565799	0.05120804	0.05016055	0.04795396	0.04992000	0.04657025	0.09333334	0.04678561	0.05849720	0.04600925	0.08000000	0.03721888	0.04737816	0.03635553			
28	ahTHaorihtehriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.IH.T.EH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.IH0.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00610859	0.00652879	0.00618618	0.00605905	0.00410726	0.00342905	0.00401886	0.00354314	0.00033639	0.00014714	0.00028051	0.00022756	0.00021006	0.00009275	0.00017036	0.00013532	0.06023021	0.05690697	0.05949304	0.05539441	0.05331284	0.05191384	0.05354229	0.05037115	0.09435898	0.04920576	0.06131852	0.04857842	0.08102564	0.03963903	0.05019948	0.03892470			
29	ahTHaorowtehriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.OW.T.EH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.OW0.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00549950	0.00530919	0.00552665	0.00537016	0.00370590	0.00259125	0.00353351	0.00308325	0.00031360	0.00012421	0.00024479	0.00019024	0.00019690	0.00008320	0.00014931	0.00011554	0.05651060	0.05200506	0.05532522	0.05077293	0.04993165	0.04775544	0.04975134	0.04634944	0.09538462	0.04717959	0.05912416	0.04633863	0.08205128	0.03761286	0.04800512	0.03668491			
30	ahTHaoroytehriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.OY.T.EH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.OY2.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00522700	0.00519264	0.00525105	0.00513721	0.00361520	0.00257428	0.00346953	0.00304413	0.00030077	0.00011808	0.00023237	0.00017966	0.00019255	0.00008082	0.00014624	0.00011207	0.05552722	0.05158649	0.05450968	0.05030953	0.04954760	0.04754468	0.04941274	0.04612447	36821436.89230772	0.04667305	0.05828821	0.04594337	36821446.47897438	0.03710632	0.04716917	0.03628965			
31	ahTHaoruhtehriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.UH.T.EH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.UH2.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00522700	0.00521987	0.00525771	0.00516160	0.00361589	0.00257372	0.00346777	0.00304320	0.00030038	0.00011792	0.00023206	0.00017947	0.00019242	0.00008063	0.00014573	0.00011179	0.05556878	0.05165181	0.05456523	0.05037576	0.04957833	0.04754631	0.04942695	0.04612737	36821445.42564105	0.04667305	0.05828821	0.04594337	36821460.34564105	0.03710632	0.04716917	0.03628965			
32	ahTHaoruwtehriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.UW.T.EH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.UW0.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00543609	0.00533728	0.00548199	0.00537680	0.00363966	0.00258081	0.00348926	0.00305517	0.00031125	0.00012688	0.00024523	0.00019214	0.00019364	0.00008305	0.00014812	0.00011401	0.05617204	0.05219196	0.05519857	0.05098477	0.04973041	0.04774530	0.04969639	0.04637617	36821451.82564105	0.04667305	0.05828821	0.04594337	36821437.94564105	0.03710632	0.04716917	0.03628965			
33	ahTHawrahtehriyahnihzahm (w:authoritarianism)	AH.TH.AW.R.AH.T.EH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AW1.R.AH0.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00594784	0.00580169	0.00589485	0.00559454	0.00454116	0.00333380	0.00441603	0.00382133	0.00035577	0.00014730	0.00028705	0.00023363	0.00023801	0.00010333	0.00019616	0.00015879	0.06280453	0.05967938	0.06254772	0.05817903	0.05724744	0.05549780	0.05779399	0.05417443	36821469.97025644	0.05556569	0.06852855	0.05457315	36821461.42358978	0.04599896	0.05740951	0.04491943			
34	ahTHeyrahtehriyahnihzahm (w:authoritarianism)	AH.TH.EY.R.AH.T.EH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.EY1.R.AH0.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00594673	0.00573783	0.00588271	0.00554099	0.00453908	0.00327287	0.00440337	0.00376683	0.00035603	0.00014730	0.00028711	0.00023365	0.00023801	0.00010333	0.00019616	0.00015879	0.06354878	0.06035137	0.06346259	0.05920951	0.05798470	0.05616977	0.05870925	0.05520455	36821443.30358977	0.05556569	0.06852855	0.05457315	36821457.15692310	0.04599896	0.05740951	0.04491943			
35	ahvaorahtehriyahnihzahm (w:authoritarianism)	AH.V.AO.R.AH.T.EH.R.IY.AH.N.IH.Z.AH.M	AH0.V.AO2.R.AH0.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00650371	0.00688455	0.00652336	0.00622933	0.00466509	0.00360549	0.00450203	0.00383629	0.00038549	0.00015809	0.00031939	0.00025265	0.00024222	0.00010358	0.00019812	0.00015945	0.06378583	0.06045032	0.06322483	0.05897259	0.05756362	0.05595642	0.05783397	0.05442098	36821443.30358977	0.05556569	0.06852855	0.05457315	36821457.15692310	0.04599896	0.05740951	0.04491943			
36	aogaelahtehriyahnihzahm (w:egalitarianism)	AO.G.AE.L.AH.T.EH.R.IY.AH.N.IH.Z.AH.M	AO0.G.AE2.L.AH0.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	0	0	0	0	0	0	0	0	0.00591857	0.00562773	0.00581620	0.00539527	0.00447030	0.00320266	0.00426402	0.00361644	0.00039007	0.00015291	0.00031894	0.00024296	0.00025063	0.00010047	0.00020094	0.00015316	0.06208831	0.05576581	0.06202641	0.05694926	0.05478920	0.05068390	0.05547041	0.05162829	110464348.89230771	0.05328625	0.06497578	0.05200398	110464375.54974359	0.04580197	0.05688704	0.04478768			
37	aokskahmyuwnahkeytahd (w:excommunicated)	AO.K.S.K.AH.M.Y.UW.N.AH.K.EY.T.AH.D	AO0.K.S.K.AH0.M.Y.UW1.N.AH0.K.EY2.T.AH0.D	6	15	1	0.37	0.14	16	1	0.37	0.14	16	0.00429286	0.00501636	0.00430958	0.00414715	0.00376729	0.00375027	0.00359510	0.00311170	0.00028322	0.00021261	0.00030825	0.00028544	0.00022295	0.00010208	0.00023516	0.00019784	0.05473872	0.05485081	0.05673028	0.05538870	0.05314428	0.05268721	0.05514756	0.05362258	36821478.54051284	0.14250756	0.14812644	0.14293262	36821456.12512823	0.13637864	0.13936991	0.13614835			
38	aokspehrahmahnteyshahn (w:experimentation)	AO.K.S.P.EH.R.AH.M.AH.N.T.EY.SH.AH.N	AO0.K.S.P.EH2.R.AH0.M.AH0.N.T.EY1.SH.AH0.N	6	15	1	0.59	0.2	28	1	0.59	0.2	28	0.00837797	0.00634838	0.00828373	0.00765539	0.00744689	0.00433491	0.00708762	0.00594026	0.00097289	0.00043398	0.00092307	0.00074099	0.00086723	0.00028751	0.00078353	0.00058337	0.06204599	0.05324450	0.06061285	0.05557256	0.05954255	0.05033711	0.05825602	0.05284615	36821477.47794874	0.15929998	0.16524690	0.15967329	36821434.80717950	0.15729926	0.16237317	0.15746108			
39	aokstraordahnehrahliy (w:extraordinarily)	AO.K.S.T.R.AO.R.D.AH.N.EH.R.AH.L.IY	AO0.K.S.T.R.AO2.R.D.AH0.N.EH1.R.AH0.L.IY0	6	15	1	1.14	0.33	54	1	1.14	0.33	54	0.00789305	0.00584367	0.00789093	0.00752811	0.00678934	0.00399153	0.00659486	0.00589364	0.00041469	0.00020248	0.00041148	0.00034815	0.00033368	0.00014432	0.00032588	0.00026912	0.06043878	0.06350702	0.06680244	0.06183777	0.05951798	0.06163272	0.06572897	0.06042137	36821441.17641028	0.15700355	0.16432800	0.15451394	36821533.97538463	0.15666585	0.16380554	0.15431631			
