,Word,CompCnt,PhonDISC,SylCnt,num_phones,num_sylls_est,log_prob,surprisal
12991,Feudalwesen,2,fXdalvez@n,4,10,4,-6.100069233638027,6.100069233638027
12992,feuern,1,fX@rn,2,5,2,-4.3753076712443875,4.3753076712443875
12993,Feuer,1,fX@r,2,4,2,-3.8557146479441196,3.8557146479441196
12994,Feueralarm,2,fX@r&l&rm,4,9,4,-7.53143181180334,7.53143181180334
12995,feuerbestaendig,2,fX@rb@StEndIx,5,13,5,-8.37720101885497,8.37720101885497
12996,feuerfest,2,fX@rfEst,3,8,3,-6.357286618350731,6.357286618350731
12997,feuergefaehrlich,2,fX@rg@f)rlIx,5,12,5,-8.53453156534869,8.53453156534869
12998,Feuerhaken,2,fX@rhak@n,4,9,4,-5.777103339408978,5.777103339408978
12999,Feuerherd,2,fX@rhert,3,8,3,-6.95661070438309,6.95661070438309
13000,Feuerloescher,3,fX@rl/S@r,4,9,4,-7.28640197224691,7.28640197224691
13001,Feuermauer,2,fX@rmB@r,4,8,4,-6.012220120754207,6.012220120754207
13002,Feuermelder,3,fX@rmEld@r,4,10,4,-8.9526923067136,8.9526923067136
13003,Feuerprobe,2,fX@rprob@,4,9,4,-7.093661654572669,7.093661654572669
13004,feuerrot,2,fX@rrot,3,7,3,-6.000337583138037,6.000337583138037
13005,Feuersalamander,2,fX@rz&l&m&nd@r,6,14,6,-9.608264697783556,9.608264697783556
13006,Feuerschaden,2,fX@rSad@n,4,9,4,-5.767377879827434,5.767377879827434
13007,Feuersgefahr,3,fX@rsg@far,4,10,4,-7.107752984629048,7.107752984629048
13008,feuersicher,2,fX@rzIx@r,4,9,4,-6.576612267433245,6.576612267433245
13009,Feuerung,2,fX@rUN,3,6,3,-4.436934093650264,4.436934093650264
13010,Feuerversicherung,2,fX@rfErzIx@rUN,6,14,6,-7.458561840006064,7.458561840006064
13011,Feuerwehr,2,fX@rver,3,7,3,-6.65512928986977,6.65512928986977
13012,feuerwerken,1,fX@rvErk@n,4,10,4,-7.389232545911403,7.389232545911403
13013,Feuerwerk,2,fX@rvErk,3,8,3,-5.8005176123751205,5.8005176123751205
13014,Feuerwerkskoerper,3,fX@rvErksk/rp@r,5,15,5,-8.640945522929451,8.640945522929451
13015,Feuerzeug,2,fX@r=Xk,3,7,3,-5.925790686035524,5.925790686035524
13016,Feuilleton,0,f/j@t~,3,6,3,-5.0077694392801755,5.0077694392801755
13017,Feuilletonist,2,f/j@tonIst,4,10,4,-6.773155605098288,6.773155605098288
13018,feuilletonistisch,2,f/j@tonIstIS,5,12,5,-7.012990683628717,7.012990683628717
13019,Feuilletonstil,2,f/j@t~Stil,4,10,4,-6.003509935377819,6.003509935377819
13020,feurig,2,fXrIx,2,5,2,-5.321134319143603,5.321134319143603
13021,Fiaker,1,fi&k@r,3,6,3,-5.638280300291728,5.638280300291728
13022,Fiasko,0,fi&sko,3,6,3,-5.515902180306761,5.515902180306761
13023,Fibel,1,fib@l,2,5,2,-5.2246970309555545,5.2246970309555545
13024,Fiber,1,fib@r,2,5,2,-4.102949311202811,4.102949311202811
13025,Fibrille,2,fibrIl@,3,7,3,-5.778145878952551,5.778145878952551
13026,Fibrin,2,fibrin,2,6,2,-5.7224908920840605,5.7224908920840605
13027,Fibrom,0,fibrom,2,6,2,-5.092181184196899,5.092181184196899
13028,fibroes,2,fibr|s,2,6,2,-5.182269591057631,5.182269591057631
13029,Fiche,0,fIS,1,3,1,-4.713261953007215,4.713261953007215
13030,Fichte,1,fIxt@,2,5,2,-4.958098064310898,4.958098064310898
13031,Fichtenholz,3,fIxt@nhOl=,3,10,3,-8.279262324736282,8.279262324736282
13032,Fichtennadel,3,fIxt@nnad@l,4,11,4,-8.3674708067796,8.3674708067796
13033,ficken,1,fIk@n,2,5,2,-4.968100054652882,4.968100054652882
13034,fickfacken,0,fIkf&k@n,3,8,3,-6.382845497173529,6.382845497173529
13035,Fickmuehle,2,fIkmyl@,3,7,3,-5.241540600588492,5.241540600588492
13036,fidel,0,fidel,2,5,2,-5.152838171287566,5.152838171287566
13037,Fidel,1,fid@l,2,5,2,-5.55293722728301,5.55293722728301
13038,Fieber,0,fib@r,2,5,2,-4.102949311202811,4.102949311202811
13039,Fieberanfall,2,fib@r&nf&l,4,10,4,-7.666436601726669,7.666436601726669
13040,fieberfrei,2,fib@rfrW,3,8,3,-6.966895639546852,6.966895639546852
13041,fieberig,2,fib@rIx,3,7,3,-5.875273884156096,5.875273884156096
13042,Fieberphantasie,2,fib@rf&nt&zi,5,12,5,-8.788395505651689,8.788395505651689
13043,Fieberthermometer,2,fib@rtErmomet@r,6,15,6,-9.815722699360562,9.815722699360562
13044,fiebrig,2,fibrIx,2,6,2,-5.00549230241263,5.00549230241263
13045,Fiedel,0,fid@l,2,5,2,-5.55293722728301,5.55293722728301
13046,fiedeln,1,fid@ln,2,6,2,-4.982630736112232,4.982630736112232
13047,Fieder,1,fid@r,2,5,2,-5.914159287696068,5.914159287696068
13048,Fiederung,2,fid@rUN,3,7,3,-5.985783247868051,5.985783247868051
13049,Fiedler,2,fidl@r,2,6,2,-5.137751090697018,5.137751090697018
13050,fiepen,1,fip@n,2,5,2,-5.190996728789929,5.190996728789929
13051,fieren,1,fir@n,2,5,2,-4.319081548374216,4.319081548374216
13052,Figaro,0,fig&ro,3,6,3,-6.380989465202743,6.380989465202743
13053,fighten,0,fWt@n,2,5,2,-5.2902024391858244,5.2902024391858244
13054,Figur,0,figur,2,5,2,-4.2451959876606145,4.2451959876606145
13055,figural,2,figural,3,7,3,-5.79668175579947,5.79668175579947
13056,Figurant,2,figur&nt,3,8,3,-6.096292256186745,6.096292256186745
13057,Figuration,2,figur&=ion,5,10,5,-4.8788543217367115,4.8788543217367115
13058,figurativ,2,figur&tif,4,9,4,-5.793367452708801,5.793367452708801
13059,figurieren,2,figurir@n,4,9,4,-5.086266574823886,5.086266574823886
13060,Figurierung,2,figurirUN,4,9,4,-5.891347534525587,5.891347534525587
13061,figuerlich,2,figyrlIx,3,8,3,-5.511663226409496,5.511663226409496
13062,Fiktion,0,fIk=ion,3,7,3,-5.118319582174085,5.118319582174085
13063,fiktiv,2,fIktif,2,6,2,-5.394510410811839,5.394510410811839
13064,Filament,0,fil&mEnt,3,8,3,-5.502593109458994,5.502593109458994
13065,Filet,0,file,2,4,2,-4.783949558721611,4.783949558721611
13066,Filetarbeit,2,file&rbWt,4,9,4,-5.8328103746313404,5.8328103746313404
13067,filetieren,2,filetir@n,4,9,4,-5.542313740630846,5.542313740630846
13068,Filiale,0,filial@,4,7,4,-6.002145882680164,6.002145882680164
13069,Filialleiter,3,filiallWt@r,5,11,5,-7.8642604851661,7.8642604851661
13070,filieren,0,filir@n,3,7,3,-4.451617459523769,4.451617459523769
13071,filiert,1,filirt,2,6,2,-5.143990333759843,5.143990333759843
13072,Filigran,0,filigran,3,8,3,-6.111150047864883,6.111150047864883
13073,Filigranarbeit,2,filigran&rbWt,5,13,5,-7.187015656180021,7.187015656180021
13074,filmen,1,fIlm@n,2,6,2,-5.242706272791339,5.242706272791339
13075,Film,1,fIlm,1,4,1,-3.875633525581965,3.875633525581965
13076,Filmarchiv,2,fIlm&rxif,3,9,3,-7.442598573886867,7.442598573886867
13077,Filmatelier,2,fIlm&telie,5,10,5,-7.611215904302177,7.611215904302177
13078,Filmdiva,2,fIlmdiva,3,8,3,-5.963914926647187,5.963914926647187
13079,Filmfestival,2,fIlmfEstIv@l,4,12,4,-8.167459783684075,8.167459783684075
13080,filmisch,2,fIlmIS,2,6,2,-5.55352764512721,5.55352764512721
13081,Filmkamera,2,fIlmk&m@ra,4,10,4,-6.449805547782792,6.449805547782792
13082,Filmproduzent,2,fIlmprodu=Ent,4,13,4,-9.430920229191141,9.430920229191141
13083,Filmstar,2,fIlmStar,2,8,2,-6.247391792945579,6.247391792945579
13084,Filmstudio,2,fIlmStudio,4,10,4,-7.012570469284909,7.012570469284909
13085,filtern,1,fIlt@rn,2,7,2,-5.12162960641811,5.12162960641811
13086,Filter,1,fIlt@r,2,6,2,-4.684698206553352,4.684698206553352
13087,Filterung,2,fIlt@rUN,3,8,3,-5.662394725633045,5.662394725633045
13088,Filtration,2,fIltr&=ion,4,10,4,-5.70073919327538,5.70073919327538
13089,filtrieren,2,fIltrir@n,3,9,3,-5.105676021639575,5.105676021639575
13090,Filtrierpapier,2,fIltrirp&pir,4,12,4,-7.374155762465223,7.374155762465223
13091,filzen,1,fIl=@n,2,6,2,-4.691168721986248,4.691168721986248
13092,Filz,1,fIl=,1,4,1,-4.832318013046494,4.832318013046494
13093,Filzhut,2,fIl=hut,2,7,2,-5.44789893532646,5.44789893532646
13094,filzig,2,fIl=Ix,2,6,2,-4.979297996686226,4.979297996686226
13095,Filzstift,2,fIl=StIft,2,9,2,-6.703801952664881,6.703801952664881
13096,final,1,final,2,5,2,-4.852231210564337,4.852231210564337
13097,Finale,1,final@,3,6,3,-5.665415381162969,5.665415381162969
13098,Finalist,2,finalIst,3,8,3,-7.108400279960556,7.108400279960556
13099,Financier,2,finqsie,4,7,4,-5.447393216038644,5.447393216038644
13100,Finanz,1,fin&n=,2,6,2,-4.388008560140749,4.388008560140749
13101,Finanzamt,2,fin&n=&mt,3,9,3,-6.100763850382531,6.100763850382531
13102,finanziell,2,fin&n=iEl,4,9,4,-5.692107273383803,5.692107273383803
13103,finanzieren,2,fin&n=ir@n,4,10,4,-5.288552942858971,5.288552942858971
13104,Finanzier,1,fin&n=ie,4,8,4,-6.156019194689716,6.156019194689716
13105,Finanzierung,2,fin&n=irUN,4,10,4,-5.703363260767076,5.703363260767076
13106,Finanzkrise,2,fin&n=kriz@,4,11,4,-7.291731895092389,7.291731895092389
13107,Finanzplan,2,fin&n=plan,3,10,3,-6.331035475684472,6.331035475684472
13108,finanzpolitisch,2,fin&n=politIS,5,13,5,-6.87583357897283,6.87583357897283
13109,finanzstark,2,fin&n=St&rk,3,11,3,-7.403079208916922,7.403079208916922
13110,finden,1,fInd@n,2,6,2,-4.790660725873579,4.790660725873579
13111,Finder,2,fInd@r,2,6,2,-5.1264403804554375,5.1264403804554375
13112,Finderlohn,2,fInd@rlon,3,9,3,-7.803288477083198,7.803288477083198
13113,findig,2,fIndIx,2,6,2,-5.215456415818239,5.215456415818239
13114,Findigkeit,2,fIndIxkWt,3,9,3,-5.668760903072064,5.668760903072064
13115,Findling,2,fIntlIN,2,7,2,-6.345901029672026,6.345901029672026
13116,Findung,2,fIndUN,2,6,2,-5.06924470362425,5.06924470362425
13117,Finesse,0,finEs@,3,6,3,-5.84015555190891,5.84015555190891
13118,fingern,1,fIN@rn,2,6,2,-4.521045237689261,4.521045237689261
13119,Finger,1,fIN@r,2,5,2,-3.9972593770577296,3.9972593770577296
13120,Fingerabdruck,2,fIN@r&pdrUk,4,11,4,-6.657280858250366,6.657280858250366
13121,fingerbreit,2,fIN@rbrWt,3,9,3,-7.631144820136568,7.631144820136568
13122,Fingerbreit,2,fIN@rbrWt,3,9,3,-7.631144820136568,7.631144820136568
13123,Fingerfertigkeit,2,fIN@rfErtIxkWt,5,14,5,-8.020150913388308,8.020150913388308
13124,Fingerglied,2,fIN@rglit,3,9,3,-7.26355953995511,7.26355953995511
13125,Fingerhut,2,fIN@rhut,3,8,3,-5.725824231192886,5.725824231192886
13126,Fingerkuppe,2,fIN@rkUp@,4,9,4,-7.451511702049839,7.451511702049839
13127,Fingerling,2,fIN@rlIN,3,8,3,-6.9697335769689275,6.9697335769689275
13128,Fingernagel,2,fIN@rnag@l,4,10,4,-7.512421622682736,7.512421622682736
13129,Fingerring,2,fIN@rrIN,3,8,3,-6.8794843200188245,6.8794843200188245
13130,Fingerspitze,2,fIN@rSpI=@,4,10,4,-7.173305577652736,7.173305577652736
13131,Fingerspitzengefuehl,3,fIN@rSpI=@ng@fyl,6,16,6,-10.820763673520224,10.820763673520224
13132,Fingeruebung,3,fIN@rybUN,4,9,4,-6.235968962561522,6.235968962561522
13133,fingieren,0,fINgir@n,3,8,3,-5.253419708251545,5.253419708251545
13134,Finis,0,finIs,2,5,2,-6.496063189160593,6.496063189160593
13135,Fink,1,fINk,1,4,1,-4.899189248797023,4.899189248797023
13136,Finne,0,fIn@,2,4,2,-4.91906752886715,4.91906752886715
13137,Finne,1,fIn@,2,4,2,-4.91906752886715,4.91906752886715
13138,finnig,2,fInIx,2,5,2,-5.009108488826236,5.009108488826236
13139,Finnland,0,fInl&nt,2,7,2,-5.412008534799789,5.412008534799789
13140,Finnlaender,0,fInlEnd@r,3,9,3,-6.1352786864269335,6.1352786864269335
13141,Finnwal,2,fInval,2,6,2,-5.174159759328954,5.174159759328954
13142,finster,1,fInst@r,2,7,2,-5.240866520255729,5.240866520255729
13143,finstern,1,fInst@rn,2,8,2,-5.808357299535928,5.808357299535928
13144,Finsterkeit,2,fInst@rkWt,3,10,3,-7.843209960037443,7.843209960037443
13145,Finsterling,2,fInst@rlIN,3,10,3,-7.948321436842985,7.948321436842985
13146,Finsternis,2,fInst@rnIs,3,10,3,-7.566202785865763,7.566202785865763
13147,Finte,1,fInt@,2,5,2,-6.143510312786887,6.143510312786887
13148,fintenreich,3,fInt@nrWx,3,9,3,-8.332056575590128,8.332056575590128
13149,finzelig,1,fIn=@lIx,3,8,3,-6.555028190310596,6.555028190310596
13150,Firlefanz,1,fIrl@f&n=,3,9,3,-6.831874451050936,6.831874451050936
13151,firmen,0,fIrm@n,2,6,2,-4.56388022436922,4.56388022436922
13152,Firma,1,fIrma,2,5,2,-4.146748902789273,4.146748902789273
13153,Firmament,0,fIrmamEnt,3,9,3,-6.3745281577569255,6.3745281577569255
13154,Firmenbuch,3,fIrm@nbux,3,9,3,-7.338026695770636,7.338026695770636
13155,firmeneigen,3,fIrm@nWg@n,4,10,4,-6.865578915422144,6.865578915422144
13156,Firmeninhaber,3,fIrm@nInhab@r,5,13,5,-8.517346983194626,8.517346983194626
13157,Firmenregister,3,fIrm@nregIst@r,5,14,5,-8.789873010716153,8.789873010716153
13158,firmieren,2,fIrmir@n,3,8,3,-4.792518646331474,4.792518646331474
13159,Firmpate,2,fIrmpat@,3,8,3,-6.473999321865231,6.473999321865231
13160,Firmpatin,2,fIrmpatIn,3,9,3,-6.181614590019745,6.181614590019745
13161,Firn,1,fIrn,1,4,1,-4.916491390234029,4.916491390234029
13162,First,1,fIrst,1,5,1,-4.871581899352685,4.871581899352685
13163,Firstbalken,2,fIrstb&lk@n,3,11,3,-7.243767279233629,7.243767279233629
13164,Firstziegel,2,fIrst=ig@l,3,10,3,-6.541151684022331,6.541151684022331
13165,fischen,1,fIS@n,2,5,2,-4.8138847672273695,4.8138847672273695
13166,Fisch,1,fIS,1,3,1,-4.713261953007215,4.713261953007215
13167,Fischadler,2,fISadl@r,3,8,3,-5.50840292134981,5.50840292134981
13168,fischaeugig,3,fISXgIx,3,7,3,-5.3473521126232475,5.3473521126232475
13169,Fischbein,2,fISbWn,2,6,2,-5.238754468426448,5.238754468426448
13170,Fischblase,2,fISblaz@,3,8,3,-5.9287594208522165,5.9287594208522165
13171,Fischchen,2,fISx@n,2,6,2,-4.993371010507542,4.993371010507542
13172,Fischer,2,fIS@r,2,5,2,-4.567519547070322,4.567519547070322
13173,Fischerboot,2,fIS@rbot,3,8,3,-5.9125453882873416,5.9125453882873416
13174,Fischerdorf,2,fIS@rdOrf,3,9,3,-6.660705487662284,6.660705487662284
13175,Fischerei,2,fIS@rW,3,6,3,-4.835783631682931,4.835783631682931
13176,Fischgericht,2,fISg@rIxt,3,9,3,-6.405987947622521,6.405987947622521
13177,Fischgeschaeft,2,fISg@SEft,3,9,3,-5.5225388173224905,5.5225388173224905
13178,Fischgraete,2,fISgr)t@,3,8,3,-5.756872094756576,5.756872094756576
13179,Fischgraetenmuster,3,fISgr)t@nmUst@r,5,15,5,-8.690785634653153,8.690785634653153
13180,Fischkonserve,2,fISkOnzErv@,4,11,4,-7.241363715876243,7.241363715876243
13181,Fischleim,2,fISlWm,2,6,2,-5.830350493592239,5.830350493592239
13182,Fischmehl,2,fISmel,2,6,2,-5.238754468426448,5.238754468426448
13183,Fischmesser,2,fISmEs@r,3,8,3,-5.6643792727006375,5.6643792727006375
13184,Fischrogen,2,fISrog@n,3,8,3,-6.186694497666597,6.186694497666597
13185,fiskalisch,2,fISkalIS,3,8,3,-5.368966900694313,5.368966900694313
13186,Fiskus,0,fIskUs,2,6,2,-5.494680270197694,5.494680270197694
13187,Fissur,0,fIsur,2,5,2,-5.161118187017667,5.161118187017667
13188,fisteln,1,fIst@ln,2,7,2,-6.419103604195781,6.419103604195781
13189,Fistel,1,fIst@l,2,6,2,-6.267158988744067,6.267158988744067
13190,Fistelstimme,2,fIst@lStIm@,4,11,4,-10.254643644970011,10.254643644970011
13191,Fitness,0,fItnEs,2,6,2,-5.870800434826363,5.870800434826363
13192,Fitzbohne,2,fI=bon@,3,7,3,-6.085869951245072,6.085869951245072
13193,Fitze,1,fI=@,2,4,2,-5.02113119045512,5.02113119045512
13194,fix,1,fIks,1,4,1,-4.176723620083488,4.176723620083488
13195,Fixativ,2,fIks&tif,3,8,3,-5.661969851763673,5.661969851763673
13196,Fixer,2,fIks@r,2,6,2,-6.239198538690731,6.239198538690731
13197,fixfertig,2,fIksfErtIx,3,10,3,-6.890296190650856,6.890296190650856
13198,fixieren,2,fIksir@n,3,8,3,-4.849566438895735,4.849566438895735
13199,Fixierbad,2,fIksirbat,3,9,3,-7.025512275446962,7.025512275446962
13200,Fixierung,2,fIksirUN,3,8,3,-5.400986201169081,5.400986201169081
13201,Fixstern,2,fIksStErn,2,9,2,-7.418433708171496,7.418433708171496
13202,Fjord,1,fjOrt,1,5,1,-5.519589439012855,5.519589439012855
13203,flach,1,fl&x,1,4,1,-4.993123522427366,4.993123522427366
13204,Flach,1,fl&x,1,4,1,-4.993123522427366,4.993123522427366
13205,Flaeche,2,flEx@,2,5,2,-4.365389206637543,4.365389206637543
13206,Flaechenausdehnung,4,flEx@nBsdenUN,5,13,5,-9.004815780831963,9.004815780831963
13207,flaechendeckend,3,fl)x@ndEk@nt,4,12,4,-8.888407269432719,8.888407269432719
13208,Flaecheninhalt,3,flEx@nInh<,4,10,3,-8.496301417826894,8.496301417826894
13209,flachfallen,2,fl&xf&l@n,3,9,3,-6.301583250214623,6.301583250214623
13210,Flachheit,2,fl&xhWt,2,7,2,-5.523482468276733,5.523482468276733
13211,flaechig,2,flExIx,2,6,2,-5.791088348568147,5.791088348568147
13212,Flachkopf,2,fl&xkO+,2,7,2,-5.777721186976402,5.777721186976402
13213,Flachland,2,fl&xl&nt,2,8,2,-6.040697744995938,6.040697744995938
13214,Flachlaender,2,fl&xlEnd@r,3,10,3,-6.649873378259486,6.649873378259486
13215,flachsen,1,fl&ks@n,2,7,2,-5.408906419796763,5.408906419796763
13216,Flachs,1,fl&ks,1,5,1,-5.085541860643411,5.085541860643411
13217,Fladen,1,flad@n,2,6,2,-5.342482727610083,5.342482727610083
13218,flaggen,1,fl&g@n,2,6,2,-4.9636319598769365,4.9636319598769365
13219,Flagge,0,fl&g@,2,5,2,-4.583181908528718,4.583181908528718
13220,flagrant,0,fl&gr&nt,2,8,2,-6.515540122833295,6.515540122833295
13221,Flair,0,fl)r,1,4,1,-4.9852131822348325,4.9852131822348325
13222,Flak,1,fl&k,1,4,1,-4.853383809324672,4.853383809324672
13223,Flakon,0,fl&k~,2,5,2,-5.058577450084661,5.058577450084661
13224,flambieren,0,fl&mbir@n,3,9,3,-6.690850677975146,6.690850677975146
13225,Flame,0,flam@,2,5,2,-5.567734362346374,5.567734362346374
13226,Flamingo,1,fl&mINgo,3,8,3,-6.444755145863372,6.444755145863372
13227,flaemisch,0,fl)mIS,2,6,2,-5.270548897934144,5.270548897934144
13228,flammen,1,fl&m@n,2,6,2,-5.861395111641363,5.861395111641363
13229,flaemmen,1,flEm@n,2,6,2,-5.176953906711924,5.176953906711924
13230,Flamme,1,fl&m@,2,5,2,-5.097592498283221,5.097592498283221
13231,Flanell,0,fl&nEl,2,6,2,-5.65962164319614,5.65962164319614
13232,Flaneur,2,fl&n|r,2,6,2,-5.400516494066338,5.400516494066338
13233,flanieren,2,fl&nir@n,3,8,3,-5.6281411344737124,5.6281411344737124
13234,flanken,1,fl&Nk@n,2,7,2,-5.262553305033736,5.262553305033736
13235,Flanke,1,fl&Nk@,2,6,2,-5.587524624582768,5.587524624582768
13236,Flankenangriff,3,fl&Nk@n&ngrIf,4,13,4,-8.95604396645721,8.95604396645721
13237,flankieren,2,fl&Nkir@n,3,9,3,-6.02834329908951,6.02834329908951
13238,flanschen,1,fl&nS@n,2,7,2,-5.951384889593467,5.951384889593467
13239,flansch,1,fl&nS,1,5,1,-5.195863105352483,5.195863105352483
13240,Flaeschchen,2,flESx@n,2,7,2,-5.069165924357697,5.069165924357697
13241,Flasche,1,fl&S@,2,5,2,-4.168603213865169,4.168603213865169
13242,Flaschenbier,3,fl&S@nbir,3,9,3,-6.967898211665463,6.967898211665463
13243,flaschengruen,3,fl&S@ngryn,3,10,3,-7.483199010099884,7.483199010099884
13244,Flaschenhals,3,fl&S@nh&ls,3,10,3,-9.023647228466137,9.023647228466137
13245,Flaschenpost,3,fl&S@npOst,3,10,3,-7.832609354027928,7.832609354027928
13246,flattern,1,fl&t@rn,2,7,2,-5.221576010582252,5.221576010582252
13247,Flattergeist,2,fl&t@rgWst,3,10,3,-8.253424283331558,8.253424283331558
13248,flatterhaft,2,fl&t@rh&ft,3,10,3,-6.8273020089806415,6.8273020089806415
13249,Flatterhaftigkeit,3,fl&t@rh&ftIxkWt,5,15,5,-7.80272952705578,7.80272952705578
13250,flatterig,2,fl&t@rIx,3,8,3,-6.5157652348339035,6.5157652348339035
13251,flattieren,0,fl&tir@n,3,8,3,-6.480963404239476,6.480963404239476
13252,flattrig,2,fl&trIx,2,7,2,-5.695310438283813,5.695310438283813
13253,flau,1,flB,1,3,1,-4.723296275618082,4.723296275618082
13254,Flauheit,2,flBhWt,2,6,2,-5.070129594253336,5.070129594253336
13255,Flaum,0,flBm,1,4,1,-4.784793878554025,4.784793878554025
13256,Flaumacher,2,flBm&x@r,3,8,3,-5.743315828279112,5.743315828279112
13257,flaumig,2,flBmIx,2,6,2,-5.070129594253336,5.070129594253336
13258,flaumweich,2,flBmvWx,2,7,2,-5.6091610776111045,5.6091610776111045
13259,Flausch,1,flBS,1,4,1,-4.838401509517338,4.838401509517338
13260,flauschig,2,flBSIx,2,6,2,-5.209019256529271,5.209019256529271
13261,Flause,1,flBz@,2,5,2,-5.5613299688422995,5.5613299688422995
13262,Flausenmacher,3,flBz@nm&x@r,4,11,4,-9.510478677628802,9.510478677628802
13263,Flaute,2,flBt@,2,5,2,-6.058345650172194,6.058345650172194
13264,flechten,1,flExt@n,2,7,2,-5.214930639092508,5.214930639092508
13265,Flechte,2,flExt@,2,6,2,-5.483719893242448,5.483719893242448
13266,Flechter,2,flExt@r,2,7,2,-5.25901933299888,5.25901933299888
13267,Flechtwerk,2,flExtvErk,2,9,2,-6.807257059185727,6.807257059185727
13268,flecken,1,flEk@n,2,6,2,-4.966621026820143,4.966621026820143
13269,Fleck,1,flEk,1,4,1,-4.221519284704215,4.221519284704215
13270,Fleckchen,2,flEkx@n,2,7,2,-5.533256747498426,5.533256747498426
13271,fleckenlos,3,flEk@nlos,3,9,3,-6.509324235448201,6.509324235448201
13272,Fleckenlosigkeit,3,flEk@nlozIxkWt,5,14,5,-7.0353293665169465,7.0353293665169465
13273,fleckig,2,flEkIx,2,6,2,-5.102247310626161,5.102247310626161
13274,Fleckigkeit,2,flEkIxkWt,3,9,3,-6.127440357255369,6.127440357255369
13275,Flecktyphus,2,flEktyfUs,3,9,3,-6.593800338996268,6.593800338996268
13276,fleddern,1,flEd@rn,2,7,2,-5.0854307175166085,5.0854307175166085
13277,Fledermaus,1,fled@rmBs,3,9,3,-8.612423687188754,8.612423687188754
13278,flegeln,1,fleg@ln,2,7,2,-6.187629862381736,6.187629862381736
13279,Flegel,1,fleg@l,2,6,2,-5.848542887064832,5.848542887064832
13280,flegelhaft,2,fleg@lh&ft,3,10,3,-7.258645174118964,7.258645174118964
13281,Flegelhaftigkeit,3,fleg@lh&ftIxkWt,5,15,5,-8.234072692194102,8.234072692194102
13282,flegelig,2,fleg@lIx,3,8,3,-7.117055902047962,7.117055902047962
13283,flehen,1,fle@n,2,5,2,-4.611970930464822,4.611970930464822
13284,flehentlich,3,fle@ntlIx,3,9,3,-6.606194219046398,6.606194219046398
13285,Fleisch,1,flWS,1,4,1,-3.877666910090139,3.877666910090139
13286,Fleischbruehe,2,flWSbry@,3,8,3,-6.051245921623472,6.051245921623472
13287,Fleischer,2,flWS@r,2,6,2,-5.328930490008139,5.328930490008139
13288,Fleischerei,2,flWS@rW,3,7,3,-5.354620929274271,5.354620929274271
13289,Fleischeslust,3,flWS@slUst,3,10,3,-6.274128075839662,6.274128075839662
13290,fleischfarbig,2,flWSf&rbIx,3,10,3,-6.043497137729839,6.043497137729839
13291,Fleischgericht,2,flWSg@rIxt,3,10,3,-6.747403068223709,6.747403068223709
13292,fleischig,2,flWSIx,2,6,2,-5.472626527832184,5.472626527832184
13293,fleischlich,2,flWSlIx,2,7,2,-5.749637279865896,5.749637279865896
13294,fleischlos,2,flWSlos,2,7,2,-5.658702007794466,5.658702007794466
13295,Fleischvergiftung,3,flWSfErgIftUN,4,13,4,-7.763734438234697,7.763734438234697
13296,Fleischwunde,2,flWSvUnd@,3,9,3,-6.406871224902729,6.406871224902729
13297,Fleiss,1,flWs,1,4,1,-4.761803514079599,4.761803514079599
13298,fleissig,2,flWsIx,2,6,2,-5.097458102131599,5.097458102131599
13299,flektieren,0,flEktir@n,3,9,3,-5.709929833134706,5.709929833134706
13300,flektierbar,2,flEktirbar,3,10,3,-7.234151252318589,7.234151252318589
13301,flennen,1,flEn@n,2,6,2,-5.148446204191332,5.148446204191332
13302,fletschen,1,flEtS@n,2,7,2,-5.421427899902734,5.421427899902734
13303,flexibel,0,flEksib@l,3,9,3,-5.990812702764813,5.990812702764813
13304,Flexibilitaet,2,flEksibilit)t,5,13,5,-6.398415584219532,6.398415584219532
13305,flicken,1,flIk@n,2,6,2,-4.627292468348195,4.627292468348195
13306,Flickarbeit,2,flIk&rbWt,3,9,3,-6.258250530546048,6.258250530546048
13307,Flicker,2,flIk@r,2,6,2,-5.714089419346161,5.714089419346161
13308,Flickerei,2,flIk@rW,3,7,3,-5.871332986054426,5.871332986054426
13309,Flickwerk,2,flIkvErk,2,8,2,-5.907506103474911,5.907506103474911
13310,Flieder,1,flid@r,2,6,2,-5.9693901103319735,5.9693901103319735
13311,fliederfarbig,2,flid@rf&rbIx,4,12,4,-7.948553271442397,7.948553271442397
13312,fliegen,1,flig@n,2,6,2,-4.087251170563346,4.087251170563346
13313,Fliege,2,flig@,2,5,2,-4.942837621780462,4.942837621780462
13314,Fliegenfaenger,4,flig@nfEN@r,4,11,4,-7.366836856628745,7.366836856628745
13315,Fliegenfenster,3,flig@nfEnst@r,4,13,4,-8.717071577897395,8.717071577897395
13316,Fliegengewicht,3,flig@ng@vIxt,4,12,4,-8.297461229750507,8.297461229750507
13317,Fliegenpilz,3,flig@npIl=,3,10,3,-6.903759004908285,6.903759004908285
13318,Flieger,2,flig@r,2,6,2,-5.2263027956179045,5.2263027956179045
13319,Fliegerangriff,2,flig@r&ngrIf,4,12,4,-8.551914609628565,8.551914609628565
13320,Fliegerei,2,flig@rW,3,7,3,-6.529505670458811,6.529505670458811
13321,fliehen,1,fli@n,2,5,2,-4.842564432573191,4.842564432573191
13322,fliehend,1,fli@nt,2,6,2,-6.020686173594203,6.020686173594203
13323,fliesen,1,fliz@n,2,6,2,-5.213012549067973,5.213012549067973
